Invoice,StockCode,Description,Category,Quantity,InvoiceDate,Price,Discount,ShippingCost,CustomerID,Country,AcquisitionChannel,RevenueNet
INV531321,GFT006,Gift bag medium,Packaging,11,2024-08-03 17:41:19,1.13,0.0,5.72,10416.0,Italy,Organic,18.15
INV531321,GFT015,Mini plant pot,Home decor,7,2024-08-03 17:41:19,6.03,0.1,4.85,10416.0,Italy,Organic,42.84
INV531485,GFT001,Decorative candle set,Home decor,5,2024-08-04 06:38:15,9.05,0.0,3.41,10578.0,United Kingdom,Ads,48.66
INV531811,GFT015,Mini plant pot,Home decor,5,2024-08-04 17:49:10,6.36,0.0,5.42,10492.0,France,Organic,37.22
INV531811,GFT017,Ribbon roll,Packaging,4,2024-08-04 17:49:10,2.08,0.1,4.45,10492.0,France,Email,11.94
INV531811,GFT018,Holiday light string,Seasonal,6,2024-08-04 17:49:10,10.22,0.05,4.44,10492.0,France,Organic,62.69
INV530483,GFT020,Room spray lavender,Home fragrance,7,2024-08-04 19:32:41,8.21,0.0,2.06,10703.0,EIRE,Organic,59.53
INV530483,GFT005,Tea towel cotton,Kitchen,12,2024-08-04 19:32:41,4.23,0.15,3.49,10703.0,EIRE,Organic,46.64
INV530483,GFT003,Handmade greeting card,Stationery,8,2024-08-04 19:32:41,2.05,0.05,7.18,10703.0,EIRE,Organic,22.76
INV530483,GFT004,Vintage photo frame,Home decor,8,2024-08-04 19:32:41,13.2,0.0,6.61,,EIRE,Ads,112.21
INV530807,GFT007,Aroma diffuser,Home fragrance,7,2024-08-05 21:16:02,16.07,0.05,2.17,10058.0,Germany,Ads,109.04
INV530807,GFT019,Porcelain plate,Kitchen,12,2024-08-05 21:16:02,11.16,0.05,1.05,10058.0,Germany,Organic,128.27
INV530092,GFT008,Notebook botanical,Stationery,10,2024-08-05 21:37:46,7.29,0.0,5.55,10667.0,Spain,Organic,78.45
INV530092,GFT012,Premium hamper box,Packaging,11,2024-08-05 21:37:46,17.26,0.0,6.55,10667.0,Spain,Organic,196.41
INV530092,GFT011,Wooden ornament,Seasonal,12,2024-08-05 21:37:46,2.73,0.05,4.76,10667.0,Spain,Email,35.88
INV530392,GFT017,Ribbon roll,Packaging,14,2024-08-06 03:07:11,2.27,0.05,2.85,,United Kingdom,Organic,33.04
INV530903,GFT006,Gift bag medium,Packaging,5,2024-08-06 22:55:53,1.34,0.0,6.79,10147.0,Spain,Email,13.49
INV530903,GFT004,Vintage photo frame,Home decor,10,2024-08-06 22:55:53,10.08,0.15,3.94,10147.0,Spain,Email,89.62
INV530464,GFT002,Ceramic mug floral,Kitchen,11,2024-08-07 02:45:29,5.74,0.0,4.63,10775.0,United Kingdom,Referral,67.77
INV530464,GFT012,Premium hamper box,Packaging,8,2024-08-07 02:45:29,18.21,0.1,5.88,10775.0,United Kingdom,Organic,136.99
INV530464,GFT019,Porcelain plate,Kitchen,8,2024-08-07 02:45:29,11.88,0.05,6.71,10775.0,United Kingdom,Organic,97.0
INV530464,GFT008,Notebook botanical,Stationery,9,2024-08-07 02:45:29,6.34,0.1,4.13,10775.0,United Kingdom,Organic,55.48
INV530464,GFT020,Room spray lavender,Home fragrance,10,2024-08-07 02:45:29,8.13,0.0,3.34,10775.0,United Kingdom,Ads,84.64
INV531224,GFT018,Holiday light string,Seasonal,11,2024-08-07 06:50:31,15.62,0.15,6.14,10702.0,United Kingdom,Referral,152.19
INV531224,GFT004,Vintage photo frame,Home decor,12,2024-08-07 06:50:31,12.26,0.1,4.96,10702.0,United Kingdom,Ads,137.37
INV531224,GFT016,Kitchen apron,Kitchen,12,2024-08-07 06:50:31,12.12,0.05,3.79,10702.0,United Kingdom,Ads,141.96
INV531224,GFT012,Premium hamper box,Packaging,8,2024-08-07 06:50:31,18.34,0.0,4.02,10702.0,United Kingdom,Ads,150.74
INV531224,GFT006,Gift bag medium,Packaging,9,2024-08-07 06:50:31,1.24,0.05,4.03,,United Kingdom,Email,14.63
INV531306,GFT005,Tea towel cotton,Kitchen,8,2024-08-07 16:49:03,4.06,0.05,4.7,10656.0,France,Email,35.56
INV531306,GFT003,Handmade greeting card,Stationery,4,2024-08-07 16:49:03,2.33,0.0,3.12,10656.0,France,Ads,12.44
INV531356,GFT018,Holiday light string,Seasonal,13,2024-08-08 15:46:33,12.26,0.05,8.61,10177.0,Spain,Ads,160.02
INV531356,GFT010,Glass storage jar,Kitchen,6,2024-08-08 15:46:33,9.36,0.0,7.15,10177.0,Spain,Referral,63.31
INV530319,GFT020,Room spray lavender,Home fragrance,8,2024-08-08 20:36:53,6.56,0.0,2.98,10738.0,United Kingdom,Organic,55.46
INV530319,GFT018,Holiday light string,Seasonal,7,2024-08-08 20:36:53,15.64,0.1,4.98,10738.0,United Kingdom,Referral,103.51
INV531823,GFT015,Mini plant pot,Home decor,5,2024-08-09 01:17:29,7.24,0.05,4.15,10383.0,Belgium,Organic,38.54
INV531823,GFT002,Ceramic mug floral,Kitchen,6,2024-08-09 01:17:29,5.3,0.0,6.03,10383.0,Belgium,Organic,37.83
INV531823,GFT008,,Stationery,5,2024-08-09 01:17:29,5.57,0.0,2.12,10383.0,Belgium,Organic,29.97
INV531823,GFT013,Scented wax melts,Home fragrance,9,2024-08-09 01:17:29,4.27,0.05,3.99,10383.0,Belgium,Organic,40.5
INV531823,GFT007,Aroma diffuser,Home fragrance,10,2024-08-09 01:17:29,18.65,0.0,3.78,10383.0,Belgium,Ads,190.28
INV531635,GFT013,Scented wax melts,Home fragrance,6,2024-08-09 04:27:21,4.76,0.0,3.25,10317.0,EIRE,Marketplace,31.81
INV530028,GFT010,,Kitchen,6,2024-08-09 07:15:53,6.56,0.0,4.15,10413.0,Italy,Email,43.51
INV530028,GFT016,Kitchen apron,Kitchen,14,2024-08-09 07:15:53,13.57,0.05,4.74,10413.0,Italy,Organic,185.22
INV530028,GFT012,Premium hamper box,Packaging,13,2024-08-09 07:15:53,21.58,0.05,4.76,10413.0,Italy,Organic,271.27
INV530596,GFT018,Holiday light string,Seasonal,3,2024-08-09 07:26:52,16.05,0.1,5.24,10013.0,Poland,Referral,48.58
INV530596,GFT008,Notebook botanical,Stationery,8,2024-08-09 07:26:52,6.12,0.05,4.42,10013.0,Poland,Ads,50.93
INV530596,GFT014,Desk calendar,Stationery,7,2024-08-09 07:26:52,10.0,0.0,4.08,10013.0,Poland,Organic,74.08
INV530596,GFT013,Scented wax melts,Home fragrance,7,2024-08-09 07:26:52,4.56,0.0,4.39,10013.0,Poland,Ads,36.31
INV530596,GFT009,Decorative pillow cover,Home decor,9,2024-08-09 07:26:52,10.32,0.05,4.59,10013.0,Poland,Email,92.83
INV530905,GFT013,Scented wax melts,Home fragrance,91,2024-08-09 12:25:16,5.31,0.0,0.35,10225.0,United Kingdom,Organic,483.56
INV530905,GFT017,Ribbon roll,Packaging,10,2024-08-09 12:25:16,1.92,0.0,3.53,10225.0,United Kingdom,Ads,22.73
INV530905,GFT019,Porcelain plate,Kitchen,8,2024-08-09 12:25:16,11.28,0.1,7.54,10225.0,United Kingdom,Ads,88.76
INV530169,GFT009,Decorative pillow cover,Home decor,9,2024-08-09 22:00:38,11.11,0.0,3.84,10491.0,United Kingdom,Organic,103.83
INV530169,GFT018,Holiday light string,Seasonal,9,2024-08-09 22:00:38,15.12,0.1,3.47,10491.0,United Kingdom,Organic,125.94
INV531757,GFT016,Kitchen apron,Kitchen,9,2024-08-10 00:57:46,11.63,0.0,3.36,10221.0,United Kingdom,Email,108.03
INV531757,GFT015,Mini plant pot,Home decor,6,2024-08-10 00:57:46,6.06,0.0,4.69,10221.0,United Kingdom,Marketplace,41.05
INV531757,GFT013,Scented wax melts,Home fragrance,7,2024-08-10 00:57:46,4.82,0.05,8.57,10221.0,United Kingdom,Organic,40.62
INV530317,GFT004,Vintage photo frame,Home decor,10,2024-08-10 12:21:37,14.25,0.0,3.97,10618.0,United Kingdom,Ads,146.47
INV530683,GFT013,Scented wax melts,Home fragrance,10,2024-08-11 00:50:01,4.52,0.0,4.22,,Norway,Referral,49.42
INV530683,GFT017,Ribbon roll,Packaging,6,2024-08-11 00:50:01,2.14,0.0,5.61,,Norway,Email,18.45
INV530160,GFT010,Glass storage jar,Kitchen,6,2024-08-11 03:28:52,10.5,0.0,5.23,10647.0,United Kingdom,Email,68.23
INV530160,GFT012,Premium hamper box,Packaging,9,2024-08-11 03:28:52,20.76,0.05,4.6,10647.0,United Kingdom,Referral,182.1
INV530160,GFT014,Desk calendar,Stationery,3,2024-08-11 03:28:52,11.62,0.1,2.92,10647.0,United Kingdom,Organic,34.29
INV530257,GFT004,Vintage photo frame,Home decor,4,2024-08-11 12:58:34,11.74,0.2,4.84,10651.0,Australia,Marketplace,42.41
INV530257,GFT003,Handmade greeting card,Stationery,-3,2024-08-11 12:58:34,2.58,0.1,2.68,10651.0,Australia,Organic,-4.29
INV531163,GFT018,Holiday light string,Seasonal,7,2024-08-11 17:30:54,15.42,0.05,3.2,10729.0,EIRE,Ads,105.74
INV531163,GFT015,Mini plant pot,Home decor,7,2024-08-11 17:30:54,7.52,0.0,4.16,10729.0,EIRE,Marketplace,56.8
INV531163,GFT017,Ribbon roll,Packaging,12,2024-08-11 17:30:54,2.44,0.1,5.34,10729.0,EIRE,Organic,31.69
INV531163,GFT013,Scented wax melts,Home fragrance,7,2024-08-11 17:30:54,4.98,0.05,3.9,10729.0,EIRE,Email,37.02
INV531276,GFT007,Aroma diffuser,Home fragrance,5,2024-08-11 18:52:32,17.25,0.0,5.13,10159.0,Sweden,Organic,91.38
INV531276,GFT004,Vintage photo frame,Home decor,10,2024-08-11 18:52:32,12.26,0.05,5.29,10159.0,Sweden,Organic,121.76
INV531276,GFT003,Handmade greeting card,Stationery,12,2024-08-11 18:52:32,2.61,0.15,6.05,10159.0,Sweden,Ads,32.67
INV531276,GFT013,Scented wax melts,Home fragrance,5,2024-08-11 18:52:32,5.11,0.05,5.53,10159.0,Sweden,Organic,29.8
INV531068,GFT012,Premium hamper box,Packaging,-5,2024-08-12 00:18:24,17.88,0.0,4.21,10689.0,United Kingdom,Ads,-85.19
INV530033,GFT017,Ribbon roll,Packaging,10,2024-08-12 09:38:17,2.16,0.0,4.69,10001.0,Germany,Organic,26.29
INV530033,GFT008,Notebook botanical,Stationery,5,2024-08-12 09:38:17,6.98,0.05,3.25,10001.0,Germany,Marketplace,36.41
INV530033,GFT010,Glass storage jar,Kitchen,7,2024-08-12 09:38:17,7.65,0.0,4.0,10001.0,Germany,Marketplace,57.55
INV530033,GFT003,Handmade greeting card,Stationery,15,2024-08-12 09:38:17,2.32,0.0,3.36,10001.0,Germany,Email,38.16
INV530138,GFT006,Gift bag medium,Packaging,7,2024-08-12 19:25:03,0.98,0.0,6.63,10014.0,Germany,Email,13.49
INV530138,GFT001,Decorative candle set,Home decor,10,2024-08-12 19:25:03,7.24,0.0,6.53,10014.0,Germany,Organic,78.93
INV530138,GFT010,Glass storage jar,Kitchen,5,2024-08-12 19:25:03,9.41,0.0,3.67,10014.0,Germany,Organic,50.72
INV530537,GFT011,Wooden ornament,Seasonal,10,2024-08-12 19:35:24,4.55,0.05,4.47,10032.0,United Kingdom,Organic,47.7
INV530537,GFT007,Aroma diffuser,Home fragrance,11,2024-08-12 19:35:24,16.78,0.05,4.95,10032.0,United Kingdom,Ads,180.3
INV530537,GFT018,Holiday light string,Seasonal,6,2024-08-12 19:35:24,15.27,0.05,4.16,10032.0,United Kingdom,Email,91.2
INV530703,GFT008,Notebook botanical,Stationery,11,2024-08-13 21:34:01,6.55,0.1,5.19,10030.0,United Kingdom,Organic,70.03
INV530703,GFT009,Decorative pillow cover,Home decor,6,2024-08-13 21:34:01,10.73,0.1,2.05,10030.0,United Kingdom,Organic,59.99
INV530703,GFT015,Mini plant pot,Home decor,11,2024-08-13 21:34:01,7.12,0.15,5.22,10030.0,United Kingdom,Organic,71.79
INV530703,GFT017,Ribbon roll,Packaging,8,2024-08-13 21:34:01,2.19,0.05,1.93,10030.0,United Kingdom,Organic,18.57
INV531587,GFT007,Aroma diffuser,Home fragrance,8,2024-08-14 05:41:02,21.49,0.0,3.5,10072.0,United Kingdom,Ads,175.42
INV531587,GFT013,Scented wax melts,Home fragrance,7,2024-08-14 05:41:02,4.82,0.15,5.72,10072.0,United Kingdom,Ads,34.4
INV531587,GFT002,Ceramic mug floral,Kitchen,8,2024-08-14 05:41:02,5.68,0.1,2.66,10072.0,United Kingdom,Email,43.56
INV531587,GFT009,Decorative pillow cover,Home decor,3,2024-08-14 05:41:02,11.54,0.0,3.21,10072.0,United Kingdom,Marketplace,37.83
INV530038,GFT020,Room spray lavender,Home fragrance,10,2024-08-14 11:25:01,8.45,0.0,4.91,10598.0,United Kingdom,Email,89.41
INV530038,GFT017,Ribbon roll,Packaging,8,2024-08-14 11:25:01,1.81,0.05,4.97,10598.0,United Kingdom,Email,18.73
INV530038,GFT005,Tea towel cotton,Kitchen,10,2024-08-14 11:25:01,4.75,0.1,3.58,10598.0,United Kingdom,Ads,46.33
INV530677,GFT009,Decorative pillow cover,Home decor,9,2024-08-14 13:29:43,9.66,0.0,5.02,10338.0,USA,Organic,91.96
INV530677,GFT017,Ribbon roll,Packaging,11,2024-08-14 13:29:43,2.36,0.0,5.37,10338.0,USA,Email,31.33
INV530677,GFT007,Aroma diffuser,Home fragrance,6,2024-08-14 13:29:43,16.56,0.0,5.26,10338.0,USA,Referral,104.62
INV530677,GFT006,Gift bag medium,Packaging,10,2024-08-14 13:29:43,0.98,0.05,5.94,10338.0,USA,Organic,15.25
INV531008,GFT020,Room spray lavender,Home fragrance,4,2024-08-14 16:10:58,6.63,0.0,3.84,10290.0,Germany,Email,30.36
INV531008,GFT002,Ceramic mug floral,Kitchen,5,2024-08-14 16:10:58,5.45,0.0,3.54,10290.0,Germany,Email,30.79
INV531008,GFT004,Vintage photo frame,Home decor,11,2024-08-14 16:10:58,12.55,0.05,4.23,10290.0,Germany,Organic,135.38
INV531008,GFT006,Gift bag medium,Packaging,10,2024-08-14 16:10:58,1.22,0.0,5.48,10290.0,Germany,Ads,17.68
INV531008,GFT005,Tea towel cotton,Kitchen,11,2024-08-14 16:10:58,4.52,0.1,2.64,10290.0,Germany,Referral,47.39
INV530667,GFT007,Aroma diffuser,Home fragrance,7,2024-08-15 00:41:33,17.54,0.0,3.64,10767.0,United Kingdom,Marketplace,126.42
INV530667,GFT015,Mini plant pot,Home decor,114,2024-08-15 00:41:33,7.25,0.0,2.57,10767.0,United Kingdom,Ads,829.07
INV530667,GFT005,Tea towel cotton,Kitchen,6,2024-08-15 00:41:33,3.17,0.0,3.82,10767.0,United Kingdom,Ads,22.84
INV531549,GFT006,Gift bag medium,Packaging,5,2024-08-15 03:19:55,1.22,0.1,1.42,10098.0,United Kingdom,Marketplace,6.91
INV530053,GFT020,Room spray lavender,Home fragrance,8,2024-08-15 10:56:39,5.12,0.05,5.25,10720.0,France,Organic,44.16
INV530053,GFT015,Mini plant pot,Home decor,9,2024-08-15 10:56:39,5.84,0.0,5.0,10720.0,France,Organic,57.56
INV530053,GFT008,Notebook botanical,Stationery,11,2024-08-15 10:56:39,7.19,0.0,4.29,10720.0,France,Organic,83.38
INV530873,GFT006,Gift bag medium,Packaging,8,2024-08-16 12:41:26,1.02,0.0,3.96,10463.0,United Kingdom,Marketplace,12.12
INV530403,GFT013,Scented wax melts,Home fragrance,10,2024-08-16 23:08:01,5.08,0.0,3.59,10425.0,United Kingdom,Organic,54.39
INV530403,GFT005,Tea towel cotton,Kitchen,6,2024-08-16 23:08:01,4.49,0.15,3.95,10425.0,United Kingdom,Organic,26.85
INV530487,GFT005,Tea towel cotton,Kitchen,8,2024-08-17 03:48:09,3.77,0.0,5.59,10646.0,France,Marketplace,35.75
INV530487,GFT009,Decorative pillow cover,Home decor,4,2024-08-17 03:48:09,8.6,0.05,3.82,10646.0,France,Email,36.5
INV530487,GFT017,Ribbon roll,Packaging,12,2024-08-17 03:48:09,1.95,0.05,2.72,10646.0,France,Email,24.95
INV530487,GFT011,Wooden ornament,Seasonal,7,2024-08-17 03:48:09,3.43,0.1,5.77,10646.0,France,Ads,27.38
INV530755,GFT003,Handmade greeting card,Stationery,-4,2024-08-17 10:17:35,2.26,0.05,2.5,10588.0,Germany,Ads,-6.09
INV530755,GFT005,Tea towel cotton,Kitchen,7,2024-08-17 10:17:35,4.34,0.1,4.57,10588.0,Germany,Ads,31.91
INV530755,GFT013,Scented wax melts,Home fragrance,-7,2024-08-17 10:17:35,4.16,0.15,4.2,,Germany,Ads,-20.55
INV530755,GFT001,Decorative candle set,Home decor,2,2024-08-17 10:17:35,6.52,0.0,3.02,,Germany,Marketplace,16.06
INV530755,GFT014,Desk calendar,Stationery,14,2024-08-17 10:17:35,9.89,0.0,4.8,10588.0,Germany,Organic,143.26
INV531518,GFT010,Glass storage jar,Kitchen,14,2024-08-17 16:23:46,9.89,0.0,4.04,10548.0,Finland,Ads,142.5
INV531518,GFT012,Premium hamper box,Packaging,12,2024-08-17 16:23:46,15.28,0.05,4.93,10548.0,Finland,Marketplace,179.12
INV531518,GFT008,Notebook botanical,Stationery,6,2024-08-17 16:23:46,6.46,0.0,5.07,,Finland,Ads,43.83
INV530846,GFT009,Decorative pillow cover,Home decor,-5,2024-08-17 20:58:01,11.56,0.1,9.0,,Portugal,Organic,-43.02
INV530846,GFT007,Aroma diffuser,Home fragrance,-3,2024-08-17 20:58:01,12.73,0.0,3.75,10445.0,Portugal,Organic,-34.44
INV530846,GFT019,Porcelain plate,Kitchen,11,2024-08-17 20:58:01,10.44,0.0,6.44,10445.0,Portugal,Email,121.28
INV530670,GFT016,Kitchen apron,Kitchen,6,2024-08-18 23:58:24,14.4,0.15,2.29,10329.0,United Kingdom,Ads,75.73
INV530670,GFT004,Vintage photo frame,Home decor,7,2024-08-18 23:58:24,13.6,0.15,7.75,10329.0,United Kingdom,Email,88.67
INV530670,GFT005,Tea towel cotton,Kitchen,8,2024-08-18 23:58:24,4.76,0.0,3.3,10329.0,United Kingdom,Email,41.38
INV530670,GFT002,Ceramic mug floral,Kitchen,6,2024-08-18 23:58:24,5.73,0.0,3.98,10329.0,United Kingdom,Ads,38.36
INV530986,GFT002,Ceramic mug floral,Kitchen,6,2024-08-19 08:49:41,5.85,0.0,6.83,10753.0,United Kingdom,Ads,41.93
INV530986,GFT013,,Home fragrance,6,2024-08-19 08:49:41,4.58,0.0,3.91,10753.0,United Kingdom,Organic,31.39
INV530986,GFT008,Notebook botanical,Stationery,5,2024-08-19 08:49:41,6.33,0.0,4.88,10753.0,United Kingdom,Email,36.53
INV530986,GFT018,Holiday light string,Seasonal,9,2024-08-19 08:49:41,14.62,0.0,6.66,10753.0,United Kingdom,Ads,138.24
INV531480,GFT020,Room spray lavender,Home fragrance,14,2024-08-19 09:34:26,8.08,0.05,6.59,10161.0,United Kingdom,Organic,114.05
INV531480,GFT016,Kitchen apron,Kitchen,14,2024-08-19 09:34:26,13.73,0.0,3.1,10161.0,United Kingdom,Organic,195.32
INV531480,GFT014,Desk calendar,Stationery,5,2024-08-19 09:34:26,12.28,0.0,1.92,10161.0,United Kingdom,Organic,63.32
INV531480,GFT009,Decorative pillow cover,Home decor,7,2024-08-19 09:34:26,10.7,0.0,3.32,10161.0,United Kingdom,Ads,78.22
INV531480,GFT006,Gift bag medium,Packaging,12,2024-08-19 09:34:26,1.24,0.0,6.79,10161.0,United Kingdom,Organic,21.67
INV530231,GFT007,Aroma diffuser,Home fragrance,7,2024-08-19 23:20:56,17.01,0.1,4.24,10010.0,United Kingdom,Email,111.4
INV530231,GFT018,Holiday light string,Seasonal,11,2024-08-19 23:20:56,15.1,0.05,5.17,10010.0,United Kingdom,Referral,162.96
INV530231,GFT010,Glass storage jar,Kitchen,5,2024-08-19 23:20:56,9.85,0.0,4.84,10010.0,United Kingdom,Email,54.09
INV530231,GFT009,Decorative pillow cover,Home decor,-3,2024-08-19 23:20:56,12.02,0.0,5.38,10010.0,United Kingdom,Organic,-30.68
INV530675,GFT010,Glass storage jar,Kitchen,5,2024-08-20 06:37:40,7.55,0.05,7.19,10330.0,United Kingdom,Referral,43.05
INV530675,GFT015,Mini plant pot,Home decor,3,2024-08-20 06:37:40,6.82,0.05,2.94,10330.0,United Kingdom,Marketplace,22.38
INV530675,GFT003,Handmade greeting card,Stationery,13,2024-08-20 06:37:40,2.26,0.0,5.35,10330.0,United Kingdom,Ads,34.73
INV530675,GFT019,Porcelain plate,Kitchen,10,2024-08-20 06:37:40,13.25,0.0,3.03,10330.0,United Kingdom,Organic,135.53
INV530675,GFT005,Tea towel cotton,Kitchen,11,2024-08-20 06:37:40,4.48,0.0,1.95,,United Kingdom,Ads,51.23
INV530436,GFT012,Premium hamper box,Packaging,110,2024-08-20 10:36:52,20.64,0.0,5.57,10392.0,EIRE,Email,2275.97
INV530436,GFT015,Mini plant pot,Home decor,10,2024-08-20 10:36:52,5.66,0.0,5.63,10392.0,EIRE,Organic,62.23
INV530185,GFT018,Holiday light string,Seasonal,9,2024-08-20 12:59:51,12.25,0.0,6.75,10450.0,United Kingdom,Email,117.0
INV530185,GFT009,Decorative pillow cover,Home decor,5,2024-08-20 12:59:51,11.29,0.0,5.24,10450.0,United Kingdom,Email,61.69
INV530185,GFT017,Ribbon roll,Packaging,10,2024-08-20 12:59:51,2.11,0.0,4.37,10450.0,United Kingdom,Organic,25.47
INV530185,GFT013,Scented wax melts,Home fragrance,12,2024-08-20 12:59:51,5.25,0.0,3.0,10450.0,United Kingdom,Ads,66.0
INV530710,GFT020,Room spray lavender,Home fragrance,15,2024-08-21 14:07:19,7.77,0.0,5.84,10158.0,United Kingdom,Marketplace,122.39
INV530710,GFT004,Vintage photo frame,Home decor,8,2024-08-21 14:07:19,12.35,0.05,2.95,10158.0,United Kingdom,Organic,96.81
INV530710,GFT007,Aroma diffuser,Home fragrance,16,2024-08-21 14:07:19,16.75,0.0,4.46,10158.0,United Kingdom,Marketplace,272.46
INV530710,GFT005,Tea towel cotton,Kitchen,6,2024-08-21 14:07:19,3.69,0.0,6.73,10158.0,United Kingdom,Referral,28.87
INV530710,GFT018,Holiday light string,Seasonal,7,2024-08-21 14:07:19,14.25,0.0,5.55,10158.0,United Kingdom,Organic,105.3
INV530204,GFT008,Notebook botanical,Stationery,-2,2024-08-22 01:01:15,6.01,0.0,3.56,10641.0,United Kingdom,Ads,-8.46
INV530204,GFT010,Glass storage jar,Kitchen,-4,2024-08-22 01:01:15,7.43,0.05,5.98,10641.0,United Kingdom,Email,-22.25
INV530204,GFT001,Decorative candle set,Home decor,13,2024-08-22 01:01:15,6.9,0.0,3.95,10641.0,United Kingdom,Ads,93.65
INV530204,GFT018,Holiday light string,Seasonal,84,2024-08-22 01:01:15,16.43,0.05,7.03,10641.0,United Kingdom,Email,1318.14
INV531085,GFT002,Ceramic mug floral,Kitchen,7,2024-08-22 16:39:42,4.72,0.15,5.83,10017.0,Germany,Email,33.91
INV531085,GFT008,Notebook botanical,Stationery,9,2024-08-22 16:39:42,6.85,0.2,5.86,10017.0,Germany,Organic,55.18
INV531085,GFT006,Gift bag medium,Packaging,3,2024-08-22 16:39:42,1.27,0.1,6.19,10017.0,Germany,Organic,9.62
INV531085,GFT013,Scented wax melts,Home fragrance,10,2024-08-22 16:39:42,4.3,0.0,5.58,10017.0,Germany,Organic,48.58
INV531085,GFT019,Porcelain plate,Kitchen,14,2024-08-22 16:39:42,10.93,0.0,2.89,10017.0,Germany,Organic,155.91
INV531353,GFT011,Wooden ornament,Seasonal,9,2024-08-22 17:42:25,3.86,0.0,5.4,10370.0,United Kingdom,Marketplace,40.14
INV531353,GFT004,Vintage photo frame,Home decor,11,2024-08-22 17:42:25,11.71,0.1,5.48,10370.0,United Kingdom,Organic,121.41
INV531353,GFT014,Desk calendar,Stationery,6,2024-08-22 17:42:25,8.42,0.15,6.87,10370.0,United Kingdom,Ads,49.81
INV531336,GFT008,Notebook botanical,Stationery,4,2024-08-23 12:41:19,5.8,0.0,5.34,10475.0,United Kingdom,Ads,28.54
INV531336,GFT015,Mini plant pot,Home decor,6,2024-08-23 12:41:19,6.68,0.1,4.59,10475.0,United Kingdom,Email,40.66
INV531336,GFT017,Ribbon roll,Packaging,10,2024-08-23 12:41:19,1.99,0.05,4.51,10475.0,United Kingdom,Organic,23.41
INV531164,GFT018,Holiday light string,Seasonal,8,2024-08-24 02:06:15,12.07,0.0,4.4,10646.0,France,Email,100.96
INV531164,GFT008,Notebook botanical,Stationery,7,2024-08-24 02:06:15,6.97,0.05,6.32,10646.0,France,Organic,52.67
INV531164,GFT016,Kitchen apron,Kitchen,8,2024-08-24 02:06:15,14.01,0.05,6.84,10646.0,France,Ads,113.32
INV531164,GFT002,Ceramic mug floral,Kitchen,5,2024-08-24 02:06:15,4.79,0.0,5.56,10646.0,France,Referral,29.51
INV531164,GFT017,Ribbon roll,Packaging,7,2024-08-24 02:06:15,2.33,0.0,3.75,10646.0,France,Ads,20.06
INV530100,GFT011,Wooden ornament,Seasonal,6,2024-08-24 02:37:05,4.4,0.0,5.19,10579.0,United Kingdom,Email,31.59
INV530100,GFT012,Premium hamper box,Packaging,-7,2024-08-24 02:37:05,18.27,0.0,1.6,10579.0,United Kingdom,Organic,-126.29
INV530100,GFT005,Tea towel cotton,Kitchen,13,2024-08-24 02:37:05,4.06,0.05,5.34,10579.0,United Kingdom,Organic,55.48
INV530610,GFT018,Holiday light string,Seasonal,4,2024-08-24 14:39:39,14.78,0.05,4.19,10572.0,Japan,Organic,60.35
INV530610,GFT019,Porcelain plate,Kitchen,4,2024-08-24 14:39:39,10.32,0.1,4.55,10572.0,Japan,Organic,41.7
INV530610,GFT005,Tea towel cotton,Kitchen,10,2024-08-24 14:39:39,4.09,0.0,5.53,10572.0,Japan,Ads,46.43
INV530610,GFT017,Ribbon roll,Packaging,6,2024-08-24 14:39:39,2.07,0.0,3.81,10572.0,Japan,Email,16.23
INV530867,GFT016,Kitchen apron,Kitchen,-1,2024-08-25 02:50:19,14.63,0.0,4.52,10150.0,Denmark,Email,-10.11
INV530867,GFT013,Scented wax melts,Home fragrance,8,2024-08-25 02:50:19,4.92,0.0,5.66,10150.0,Denmark,Ads,45.02
INV531162,GFT007,Aroma diffuser,Home fragrance,7,2024-08-25 13:57:43,16.48,0.0,3.76,10282.0,United Kingdom,Email,119.12
INV531162,GFT017,Ribbon roll,Packaging,3,2024-08-25 13:57:43,2.05,0.0,4.57,10282.0,United Kingdom,Email,10.72
INV531545,GFT013,Scented wax melts,Home fragrance,9,2024-08-26 05:30:04,4.12,0.0,5.43,10260.0,United Kingdom,Organic,42.51
INV531545,GFT008,Notebook botanical,Stationery,7,2024-08-26 05:30:04,5.14,0.05,7.4,10260.0,United Kingdom,Ads,41.58
INV531545,GFT007,Aroma diffuser,Home fragrance,6,2024-08-26 05:30:04,16.88,0.0,4.38,10260.0,United Kingdom,Referral,105.66
INV531545,GFT010,Glass storage jar,Kitchen,7,2024-08-26 05:30:04,6.48,0.1,4.62,10260.0,United Kingdom,Marketplace,45.44
INV531545,GFT001,Decorative candle set,Home decor,10,2024-08-26 05:30:04,8.69,0.0,3.21,10260.0,United Kingdom,Marketplace,90.11
INV530269,GFT003,Handmade greeting card,Stationery,7,2024-08-26 10:02:23,2.33,0.0,4.43,10042.0,United Kingdom,Organic,20.74
INV531589,GFT017,Ribbon roll,Packaging,9,2024-08-26 21:40:48,2.38,0.0,5.27,10561.0,United Kingdom,Organic,26.69
INV531182,GFT018,Holiday light string,Seasonal,14,2024-08-26 22:44:15,13.15,0.05,3.75,10263.0,Spain,Organic,178.64
INV530693,GFT009,Decorative pillow cover,Home decor,7,2024-08-27 00:34:08,9.46,0.0,3.29,10276.0,Germany,Email,69.51
